week,week_start,market,sku,true_demand,observed_shipments,on_hand_start,was_censored,lost_units
116,2025-11-17,ID,PAD-NGT,1118,1118,1187,0,0
117,2025-11-24,ID,PAD-NGT,1321,1251,1251,1,70
118,2025-12-01,ID,PAD-NGT,1885,1234,1234,1,651
119,2025-12-08,ID,PAD-NGT,1848,1196,1196,1,652
120,2025-12-15,ID,PAD-NGT,1218,1200,1200,1,18
121,2025-12-22,ID,PAD-NGT,1342,1220,1220,1,122
122,2025-12-29,ID,PAD-NGT,1492,1213,1213,1,279
123,2026-01-05,ID,PAD-NGT,1366,1207,1207,1,159
124,2026-01-12,ID,PAD-NGT,1360,1210,1210,1,150
125,2026-01-19,ID,PAD-NGT,1514,1213,1213,1,301
126,2026-01-26,ID,PAD-NGT,1468,1210,1210,1,258
127,2026-02-02,ID,PAD-NGT,2004,1210,1210,1,794
128,2026-02-09,ID,PAD-NGT,2294,1211,1211,1,1083
129,2026-02-16,ID,PAD-NGT,1312,1211,1211,1,101
130,2026-02-23,ID,PAD-NGT,1036,1036,1211,0,0
131,2026-03-02,ID,PAD-NGT,2103,1342,1342,1,761
132,2026-03-09,ID,PAD-NGT,2333,1200,1200,1,1133
133,2026-03-16,ID,PAD-NGT,1122,1122,1197,0,0
134,2026-03-23,ID,PAD-NGT,1230,1230,1250,0,0
135,2026-03-30,ID,PAD-NGT,974,974,1243,0,0
136,2026-04-06,ID,PAD-NGT,1187,1187,1401,0,0
137,2026-04-13,ID,PAD-NGT,1049,1049,1342,0,0
138,2026-04-20,ID,PAD-NGT,1204,1204,1403,0,0
139,2026-04-27,ID,PAD-NGT,1096,1096,1303,0,0
140,2026-05-04,ID,PAD-NGT,954,954,1341,0,0
141,2026-05-11,ID,PAD-NGT,1217,1217,1462,0,0
142,2026-05-18,ID,PAD-NGT,1056,1056,1363,0,0
143,2026-05-25,ID,PAD-NGT,957,957,1388,0,0
144,2026-06-01,ID,PAD-NGT,1080,1080,1477,0,0
145,2026-06-08,ID,PAD-NGT,958,958,1474,0,0
146,2026-06-15,ID,PAD-NGT,1116,1116,1529,0,0
147,2026-06-22,ID,PAD-NGT,1064,1064,1441,0,0
148,2026-06-29,ID,PAD-NGT,1031,1031,1431,0,0
149,2026-07-06,ID,PAD-NGT,1157,1157,1443,0,0
150,2026-07-13,ID,PAD-NGT,934,934,1378,0,0
151,2026-07-20,ID,PAD-NGT,1209,1209,1490,0,0
152,2026-07-27,ID,PAD-NGT,862,862,1364,0,0
153,2026-08-03,ID,PAD-NGT,1310,1310,1542,0,0
154,2026-08-10,ID,PAD-NGT,1150,1150,1311,0,0
155,2026-08-17,ID,PAD-NGT,1110,1110,1294,0,0
0,2023-08-28,SG,PAD-LIN,135,135,1173,0,0
1,2023-09-04,SG,PAD-LIN,176,176,1209,0,0
2,2023-09-11,SG,PAD-LIN,265,265,1224,0,0
3,2023-09-18,SG,PAD-LIN,204,204,1169,0,0
4,2023-09-25,SG,PAD-LIN,256,256,1160,0,0
5,2023-10-02,SG,PAD-LIN,240,240,1129,0,0
6,2023-10-09,SG,PAD-LIN,356,356,1131,0,0
7,2023-10-16,SG,PAD-LIN,312,312,1039,0,0
8,2023-10-23,SG,PAD-LIN,359,359,1018,0,0
9,2023-10-30,SG,PAD-LIN,340,340,975,0,0
10,2023-11-06,SG,PAD-LIN,542,542,977,0,0
11,2023-11-13,SG,PAD-LIN,527,527,823,0,0
12,2023-11-20,SG,PAD-LIN,407,407,738,0,0
13,2023-11-27,SG,PAD-LIN,442,442,785,0,0
14,2023-12-04,SG,PAD-LIN,343,343,823,0,0
15,2023-12-11,SG,PAD-LIN,705,705,910,0,0
16,2023-12-18,SG,PAD-LIN,430,430,679,0,0
17,2023-12-25,SG,PAD-LIN,462,462,729,0,0
18,2024-01-01,SG,PAD-LIN,452,452,752,0,0
19,2024-01-08,SG,PAD-LIN,388,388,812,0,0
20,2024-01-15,SG,PAD-LIN,397,397,857,0,0
21,2024-01-22,SG,PAD-LIN,566,566,885,0,0
22,2024-01-29,SG,PAD-LIN,434,434,770,0,0
23,2024-02-05,SG,PAD-LIN,457,457,782,0,0
24,2024-02-12,SG,PAD-LIN,363,363,788,0,0
25,2024-02-19,SG,PAD-LIN,379,379,880,0,0
26,2024-02-26,SG,PAD-LIN,386,386,910,0,0
27,2024-03-04,SG,PAD-LIN,352,352,920,0,0
28,2024-03-11,SG,PAD-LIN,441,441,938,0,0
29,2024-03-18,SG,PAD-LIN,338,338,886,0,0
30,2024-03-25,SG,PAD-LIN,354,354,928,0,0
31,2024-04-01,SG,PAD-LIN,401,401,945,0,0
32,2024-04-08,SG,PAD-LIN,384,384,927,0,0
33,2024-04-15,SG,PAD-LIN,350,350,913,0,0
34,2024-04-22,SG,PAD-LIN,361,361,935,0,0
35,2024-04-29,SG,PAD-LIN,374,374,948,0,0
36,2024-05-06,SG,PAD-LIN,339,339,941,0,0
37,2024-05-13,SG,PAD-LIN,361,361,958,0,0
38,2024-05-20,SG,PAD-LIN,300,300,956,0,0
39,2024-05-27,SG,PAD-LIN,408,408,999,0,0
40,2024-06-03,SG,PAD-LIN,270,270,943,0,0
41,2024-06-10,SG,PAD-LIN,296,296,1008,0,0
42,2024-06-17,SG,PAD-LIN,286,286,1031,0,0
43,2024-06-24,SG,PAD-LIN,372,372,1060,0,0
44,2024-07-01,SG,PAD-LIN,413,413,994,0,0
45,2024-07-08,SG,PAD-LIN,339,339,922,0,0
46,2024-07-15,SG,PAD-LIN,296,296,936,0,0
47,2024-07-22,SG,PAD-LIN,323,323,995,0,0
48,2024-07-29,SG,PAD-LIN,323,323,1015,0,0
49,2024-08-05,SG,PAD-LIN,304,304,1012,0,0
50,2024-08-12,SG,PAD-LIN,371,371,1019,0,0
51,2024-08-19,SG,PAD-LIN,279,279,979,0,0
52,2024-08-26,SG,PAD-LIN,370,370,1019,0,0
53,2024-09-02,SG,PAD-LIN,453,453,980,0,0
54,2024-09-09,SG,PAD-LIN,536,536,895,0,0
55,2024-09-16,SG,PAD-LIN,360,360,769,0,0
56,2024-09-23,SG,PAD-LIN,301,301,838,0,0
57,2024-09-30,SG,PAD-LIN,368,368,950,0,0
58,2024-10-07,SG,PAD-LIN,502,502,973,0,0
59,2024-10-14,SG,PAD-LIN,404,404,854,0,0
60,2024-10-21,SG,PAD-LIN,362,362,844,0,0
61,2024-10-28,SG,PAD-LIN,308,308,891,0,0
62,2024-11-04,SG,PAD-LIN,409,409,977,0,0
63,2024-11-11,SG,PAD-LIN,433,433,938,0,0
64,2024-11-18,SG,PAD-LIN,386,386,883,0,0
65,2024-11-25,SG,PAD-LIN,440,440,881,0,0
66,2024-12-02,SG,PAD-LIN,387,387,858,0,0
67,2024-12-09,SG,PAD-LIN,570,570,883,0,0
68,2024-12-16,SG,PAD-LIN,415,415,759,0,0
69,2024-12-23,SG,PAD-LIN,465,465,797,0,0
70,2024-12-30,SG,PAD-LIN,335,335,791,0,0
71,2025-01-06,SG,PAD-LIN,437,437,902,0,0
72,2025-01-13,SG,PAD-LIN,711,711,878,0,0
73,2025-01-20,SG,PAD-LIN,428,428,654,0,0
74,2025-01-27,SG,PAD-LIN,599,599,704,0,0
75,2025-02-03,SG,PAD-LIN,431,431,649,0,0
76,2025-02-10,SG,PAD-LIN,736,736,760,0,0
77,2025-02-17,SG,PAD-LIN,452,452,572,0,0
78,2025-02-24,SG,PAD-LIN,324,324,675,0,0
79,2025-03-03,SG,PAD-LIN,312,312,837,0,0
80,2025-03-10,SG,PAD-LIN,340,340,981,0,0
81,2025-03-17,SG,PAD-LIN,338,338,998,0,0
82,2025-03-24,SG,PAD-LIN,375,375,988,0,0
83,2025-03-31,SG,PAD-LIN,355,355,954,0,0
84,2025-04-07,SG,PAD-LIN,352,352,951,0,0
85,2025-04-14,SG,PAD-LIN,349,349,954,0,0
86,2025-04-21,SG,PAD-LIN,357,357,963,0,0
87,2025-04-28,SG,PAD-LIN,326,326,959,0,0
88,2025-05-05,SG,PAD-LIN,370,370,979,0,0
89,2025-05-12,SG,PAD-LIN,354,354,960,0,0
90,2025-05-19,SG,PAD-LIN,311,311,958,0,0
91,2025-05-26,SG,PAD-LIN,420,420,987,0,0
92,2025-06-02,SG,PAD-LIN,396,396,931,0,0
93,2025-06-09,SG,PAD-LIN,374,374,905,0,0
94,2025-06-16,SG,PAD-LIN,316,316,906,0,0
95,2025-06-23,SG,PAD-LIN,358,358,967,0,0
96,2025-06-30,SG,PAD-LIN,365,365,970,0,0
97,2025-07-07,SG,PAD-LIN,379,379,958,0,0
98,2025-07-14,SG,PAD-LIN,402,402,933,0,0
99,2025-07-21,SG,PAD-LIN,316,316,907,0,0
100,2025-07-28,SG,PAD-LIN,463,463,957,0,0
101,2025-08-04,SG,PAD-LIN,370,370,884,0,0
102,2025-08-11,SG,PAD-LIN,325,325,902,0,0
103,2025-08-18,SG,PAD-LIN,306,306,945,0,0
104,2025-08-25,SG,PAD-LIN,461,461,1005,0,0
105,2025-09-01,SG,PAD-LIN,438,438,910,0,0
106,2025-09-08,SG,PAD-LIN,621,621,854,0,0
107,2025-09-15,SG,PAD-LIN,412,412,690,0,0
108,2025-09-22,SG,PAD-LIN,441,441,761,0,0
109,2025-09-29,SG,PAD-LIN,394,394,798,0,0
110,2025-10-06,SG,PAD-LIN,460,460,871,0,0
111,2025-10-13,SG,PAD-LIN,663,663,837,0,0
112,2025-10-20,SG,PAD-LIN,444,444,664,0,0
113,2025-10-27,SG,PAD-LIN,683,683,710,0,0
114,2025-11-03,SG,PAD-LIN,358,358,590,0,0
115,2025-11-10,SG,PAD-LIN,605,605,769,0,0
116,2025-11-17,SG,PAD-LIN,342,342,686,0,0
117,2025-11-24,SG,PAD-LIN,391,391,841,0,0
118,2025-12-01,SG,PAD-LIN,489,489,874,0,0
119,2025-12-08,SG,PAD-LIN,661,661,842,0,0
120,2025-12-15,SG,PAD-LIN,499,499,652,0,0
121,2025-12-22,SG,PAD-LIN,493,493,663,0,0
122,2025-12-29,SG,PAD-LIN,545,545,705,0,0
123,2026-01-05,SG,PAD-LIN,529,529,710,0,0
124,2026-01-12,SG,PAD-LIN,341,341,697,0,0
125,2026-01-19,SG,PAD-LIN,581,581,833,0,0
126,2026-01-26,SG,PAD-LIN,371,371,751,0,0
127,2026-02-02,SG,PAD-LIN,433,433,836,0,0
128,2026-02-09,SG,PAD-LIN,505,505,834,0,0
129,2026-02-16,SG,PAD-LIN,476,476,802,0,0
130,2026-02-23,SG,PAD-LIN,533,533,772,0,0
131,2026-03-02,SG,PAD-LIN,416,416,726,0,0
132,2026-03-09,SG,PAD-LIN,419,419,792,0,0
133,2026-03-16,SG,PAD-LIN,457,457,834,0,0
134,2026-03-23,SG,PAD-LIN,372,372,833,0,0
135,2026-03-30,SG,PAD-LIN,363,363,877,0,0
136,2026-04-06,SG,PAD-LIN,370,370,917,0,0
137,2026-04-13,SG,PAD-LIN,400,400,938,0,0
138,2026-04-20,SG,PAD-LIN,401,401,914,0,0
139,2026-04-27,SG,PAD-LIN,368,368,896,0,0
140,2026-05-04,SG,PAD-LIN,414,414,913,0,0
141,2026-05-11,SG,PAD-LIN,335,335,895,0,0
142,2026-05-18,SG,PAD-LIN,372,372,939,0,0
143,2026-05-25,SG,PAD-LIN,344,344,940,0,0
144,2026-06-01,SG,PAD-LIN,329,329,962,0,0
145,2026-06-08,SG,PAD-LIN,420,420,978,0,0
146,2026-06-15,SG,PAD-LIN,355,355,924,0,0
147,2026-06-22,SG,PAD-LIN,470,470,931,0,0
148,2026-06-29,SG,PAD-LIN,369,369,855,0,0
149,2026-07-06,SG,PAD-LIN,327,327,889,0,0
150,2026-07-13,SG,PAD-LIN,395,395,942,0,0
151,2026-07-20,SG,PAD-LIN,407,407,938,0,0
152,2026-07-27,SG,PAD-LIN,417,417,905,0,0
153,2026-08-03,SG,PAD-LIN,333,333,875,0,0
154,2026-08-10,SG,PAD-LIN,375,375,930,0,0
155,2026-08-17,SG,PAD-LIN,464,464,938,0,0
0,2023-08-28,MY,PAD-LIN,108,108,897,0,0
1,2023-09-04,MY,PAD-LIN,144,144,920,0,0
2,2023-09-11,MY,PAD-LIN,276,276,922,0,0
3,2023-09-18,MY,PAD-LIN,133,133,807,0,0
4,2023-09-25,MY,PAD-LIN,198,198,839,0,0
5,2023-10-02,MY,PAD-LIN,208,208,829,0,0
6,2023-10-09,MY,PAD-LIN,331,331,825,0,0
7,2023-10-16,MY,PAD-LIN,270,270,711,0,0
8,2023-10-23,MY,PAD-LIN,258,258,693,0,0
9,2023-10-30,MY,PAD-LIN,266,266,702,0,0
10,2023-11-06,MY,PAD-LIN,368,368,717,0,0
11,2023-11-13,MY,PAD-LIN,417,417,640,0,0
12,2023-11-20,MY,PAD-LIN,304,304,550,0,0
13,2023-11-27,MY,PAD-LIN,300,300,585,0,0
14,2023-12-04,MY,PAD-LIN,350,350,632,0,0
15,2023-12-11,MY,PAD-LIN,448,448,625,0,0
16,2023-12-18,MY,PAD-LIN,352,352,527,0,0
17,2023-12-25,MY,PAD-LIN,345,345,538,0,0
18,2024-01-01,MY,PAD-LIN,302,302,566,0,0
19,2024-01-08,MY,PAD-LIN,303,303,626,0,0
20,2024-01-15,MY,PAD-LIN,301,301,649,0,0
21,2024-01-22,MY,PAD-LIN,317,317,660,0,0
22,2024-01-29,MY,PAD-LIN,363,363,649,0,0
23,2024-02-05,MY,PAD-LIN,437,437,607,0,0
24,2024-02-12,MY,PAD-LIN,261,261,525,0,0
25,2024-02-19,MY,PAD-LIN,259,259,608,0,0
26,2024-02-26,MY,PAD-LIN,360,360,679,0,0
27,2024-03-04,MY,PAD-LIN,328,328,648,0,0
28,2024-03-11,MY,PAD-LIN,387,387,622,0,0
29,2024-03-18,MY,PAD-LIN,326,326,569,0,0
30,2024-03-25,MY,PAD-LIN,480,480,593,0,0
31,2024-04-01,MY,PAD-LIN,538,493,493,1,45
32,2024-04-08,MY,PAD-LIN,522,422,422,1,100
33,2024-04-15,MY,PAD-LIN,270,270,430,0,0
34,2024-04-22,MY,PAD-LIN,226,226,576,0,0
35,2024-04-29,MY,PAD-LIN,245,245,703,0,0
36,2024-05-06,MY,PAD-LIN,220,220,749,0,0
37,2024-05-13,MY,PAD-LIN,309,309,769,0,0
38,2024-05-20,MY,PAD-LIN,249,249,710,0,0
39,2024-05-27,MY,PAD-LIN,254,254,717,0,0
40,2024-06-03,MY,PAD-LIN,266,266,721,0,0
41,2024-06-10,MY,PAD-LIN,257,257,724,0,0
42,2024-06-17,MY,PAD-LIN,272,272,724,0,0
43,2024-06-24,MY,PAD-LIN,238,238,714,0,0
44,2024-07-01,MY,PAD-LIN,213,213,734,0,0
45,2024-07-08,MY,PAD-LIN,308,308,766,0,0
46,2024-07-15,MY,PAD-LIN,238,238,716,0,0
47,2024-07-22,MY,PAD-LIN,246,246,727,0,0
48,2024-07-29,MY,PAD-LIN,239,239,733,0,0
49,2024-08-05,MY,PAD-LIN,248,248,751,0,0
50,2024-08-12,MY,PAD-LIN,267,267,746,0,0
51,2024-08-19,MY,PAD-LIN,292,292,729,0,0
52,2024-08-26,MY,PAD-LIN,241,241,699,0,0
53,2024-09-02,MY,PAD-LIN,285,285,720,0,0
54,2024-09-09,MY,PAD-LIN,316,316,706,0,0
55,2024-09-16,MY,PAD-LIN,322,322,673,0,0
56,2024-09-23,MY,PAD-LIN,249,249,642,0,0
57,2024-09-30,MY,PAD-LIN,295,295,686,0,0
58,2024-10-07,MY,PAD-LIN,426,426,687,0,0
59,2024-10-14,MY,PAD-LIN,255,255,584,0,0
60,2024-10-21,MY,PAD-LIN,308,308,635,0,0
61,2024-10-28,MY,PAD-LIN,313,313,648,0,0
62,2024-11-04,MY,PAD-LIN,284,284,661,0,0
63,2024-11-11,MY,PAD-LIN,409,409,667,0,0
64,2024-11-18,MY,PAD-LIN,353,353,586,0,0
65,2024-11-25,MY,PAD-LIN,330,330,573,0,0
66,2024-12-02,MY,PAD-LIN,309,309,587,0,0
67,2024-12-09,MY,PAD-LIN,513,513,628,0,0
68,2024-12-16,MY,PAD-LIN,385,385,491,0,0
69,2024-12-23,MY,PAD-LIN,420,420,491,0,0
70,2024-12-30,MY,PAD-LIN,402,402,477,0,0
71,2025-01-06,MY,PAD-LIN,357,357,505,0,0
72,2025-01-13,MY,PAD-LIN,387,387,539,0,0
73,2025-01-20,MY,PAD-LIN,273,273,544,0,0
74,2025-01-27,MY,PAD-LIN,359,359,626,0,0
75,2025-02-03,MY,PAD-LIN,318,318,611,0,0
76,2025-02-10,MY,PAD-LIN,532,532,627,0,0
77,2025-02-17,MY,PAD-LIN,277,277,465,0,0
78,2025-02-24,MY,PAD-LIN,368,368,560,0,0
79,2025-03-03,MY,PAD-LIN,616,566,566,1,50
80,2025-03-10,MY,PAD-LIN,476,435,435,1,41
81,2025-03-17,MY,PAD-LIN,290,290,412,0,0
82,2025-03-24,MY,PAD-LIN,301,301,537,0,0
83,2025-03-31,MY,PAD-LIN,332,332,634,0,0
84,2025-04-07,MY,PAD-LIN,252,252,641,0,0
85,2025-04-14,MY,PAD-LIN,311,311,683,0,0
86,2025-04-21,MY,PAD-LIN,321,321,671,0,0
87,2025-04-28,MY,PAD-LIN,299,299,654,0,0
88,2025-05-05,MY,PAD-LIN,297,297,651,0,0
89,2025-05-12,MY,PAD-LIN,330,330,661,0,0
90,2025-05-19,MY,PAD-LIN,295,295,642,0,0
91,2025-05-26,MY,PAD-LIN,285,285,653,0,0
92,2025-06-02,MY,PAD-LIN,274,274,669,0,0
93,2025-06-09,MY,PAD-LIN,304,304,691,0,0
94,2025-06-16,MY,PAD-LIN,274,274,677,0,0
95,2025-06-23,MY,PAD-LIN,303,303,687,0,0
96,2025-06-30,MY,PAD-LIN,286,286,673,0,0
97,2025-07-07,MY,PAD-LIN,320,320,679,0,0
98,2025-07-14,MY,PAD-LIN,260,260,654,0,0
99,2025-07-21,MY,PAD-LIN,289,289,687,0,0
100,2025-07-28,MY,PAD-LIN,300,300,686,0,0
101,2025-08-04,MY,PAD-LIN,305,305,679,0,0
102,2025-08-11,MY,PAD-LIN,332,332,662,0,0
103,2025-08-18,MY,PAD-LIN,311,311,637,0,0
104,2025-08-25,MY,PAD-LIN,332,332,638,0,0
105,2025-09-01,MY,PAD-LIN,372,372,626,0,0
106,2025-09-08,MY,PAD-LIN,451,451,590,0,0
107,2025-09-15,MY,PAD-LIN,277,277,506,0,0
108,2025-09-22,MY,PAD-LIN,268,268,587,0,0
109,2025-09-29,MY,PAD-LIN,347,347,661,0,0
110,2025-10-06,MY,PAD-LIN,521,521,650,0,0
111,2025-10-13,MY,PAD-LIN,569,482,482,1,87
112,2025-10-20,MY,PAD-LIN,330,330,404,0,0
113,2025-10-27,MY,PAD-LIN,390,390,494,0,0
114,2025-11-03,MY,PAD-LIN,391,391,535,0,0
115,2025-11-10,MY,PAD-LIN,406,406,542,0,0
116,2025-11-17,MY,PAD-LIN,363,363,516,0,0
117,2025-11-24,MY,PAD-LIN,343,343,540,0,0
118,2025-12-01,MY,PAD-LIN,306,306,573,0,0
119,2025-12-08,MY,PAD-LIN,623,621,621,1,2
120,2025-12-15,MY,PAD-LIN,399,399,409,0,0
121,2025-12-22,MY,PAD-LIN,427,427,427,0,0
122,2025-12-29,MY,PAD-LIN,520,438,438,1,82
123,2026-01-05,MY,PAD-LIN,419,419,471,0,0
124,2026-01-12,MY,PAD-LIN,471,471,473,0,0
125,2026-01-19,MY,PAD-LIN,521,441,441,1,80
126,2026-01-26,MY,PAD-LIN,473,442,442,1,31
127,2026-02-02,MY,PAD-LIN,956,443,443,1,513
128,2026-02-09,MY,PAD-LIN,621,450,450,1,171
129,2026-02-16,MY,PAD-LIN,360,360,444,0,0
130,2026-02-23,MY,PAD-LIN,341,341,507,0,0
131,2026-03-02,MY,PAD-LIN,357,357,565,0,0
132,2026-03-09,MY,PAD-LIN,443,443,585,0,0
133,2026-03-16,MY,PAD-LIN,335,335,517,0,0
134,2026-03-23,MY,PAD-LIN,333,333,551,0,0
135,2026-03-30,MY,PAD-LIN,348,348,585,0,0
136,2026-04-06,MY,PAD-LIN,347,347,602,0,0
137,2026-04-13,MY,PAD-LIN,289,289,596,0,0
138,2026-04-20,MY,PAD-LIN,265,265,636,0,0
139,2026-04-27,MY,PAD-LIN,306,306,683,0,0
140,2026-05-04,MY,PAD-LIN,316,316,679,0,0
141,2026-05-11,MY,PAD-LIN,293,293,657,0,0
142,2026-05-18,MY,PAD-LIN,283,283,659,0,0
143,2026-05-25,MY,PAD-LIN,284,284,675,0,0
144,2026-06-01,MY,PAD-LIN,301,301,685,0,0
145,2026-06-08,MY,PAD-LIN,310,310,675,0,0
146,2026-06-15,MY,PAD-LIN,257,257,659,0,0
147,2026-06-22,MY,PAD-LIN,488,488,690,0,0
148,2026-06-29,MY,PAD-LIN,326,326,541,0,0
149,2026-07-06,MY,PAD-LIN,310,310,560,0,0
150,2026-07-13,MY,PAD-LIN,268,268,596,0,0
151,2026-07-20,MY,PAD-LIN,305,305,676,0,0
152,2026-07-27,MY,PAD-LIN,319,319,673,0,0
153,2026-08-03,MY,PAD-LIN,466,466,654,0,0
154,2026-08-10,MY,PAD-LIN,267,267,528,0,0
155,2026-08-17,MY,PAD-LIN,354,354,600,0,0
0,2023-08-28,ID,PAD-LIN,208,208,1794,0,0
1,2023-09-04,ID,PAD-LIN,256,256,1849,0,0
2,2023-09-11,ID,PAD-LIN,370,370,1886,0,0
3,2023-09-18,ID,PAD-LIN,284,284,1839,0,0
4,2023-09-25,ID,PAD-LIN,317,317,1835,0,0
5,2023-10-02,ID,PAD-LIN,377,377,1825,0,0
6,2023-10-09,ID,PAD-LIN,600,600,1785,0,0
7,2023-10-16,ID,PAD-LIN,426,426,1579,0,0
8,2023-10-23,ID,PAD-LIN,414,414,1583,0,0
9,2023-10-30,ID,PAD-LIN,488,488,1623,0,0
10,2023-11-06,ID,PAD-LIN,851,851,1617,0,0
11,2023-11-13,ID,PAD-LIN,908,908,1311,0,0
12,2023-11-20,ID,PAD-LIN,548,548,1068,0,0
13,2023-11-27,ID,PAD-LIN,565,565,1219,0,0
14,2023-12-04,ID,PAD-LIN,580,580,1372,0,0
15,2023-12-11,ID,PAD-LIN,948,948,1442,0,0
16,2023-12-18,ID,PAD-LIN,602,602,1155,0,0
17,2023-12-25,ID,PAD-LIN,643,643,1226,0,0
18,2024-01-01,ID,PAD-LIN,620,620,1277,0,0
19,2024-01-08,ID,PAD-LIN,614,614,1360,0,0
20,2024-01-15,ID,PAD-LIN,610,610,1366,0,0
21,2024-01-22,ID,PAD-LIN,541,541,1377,0,0
22,2024-01-29,ID,PAD-LIN,571,571,1433,0,0
23,2024-02-05,ID,PAD-LIN,559,559,1446,0,0
24,2024-02-12,ID,PAD-LIN,674,674,1457,0,0
25,2024-02-19,ID,PAD-LIN,928,928,1369,0,0
26,2024-02-26,ID,PAD-LIN,757,757,1124,0,0
27,2024-03-04,ID,PAD-LIN,699,699,1097,0,0
28,2024-03-11,ID,PAD-LIN,657,657,1162,0,0
29,2024-03-18,ID,PAD-LIN,652,652,1265,0,0
30,2024-03-25,ID,PAD-LIN,573,573,1305,0,0
31,2024-04-01,ID,PAD-LIN,1285,1285,1377,0,0
32,2024-04-08,ID,PAD-LIN,1606,884,884,1,722
33,2024-04-15,ID,PAD-LIN,572,572,848,0,0
34,2024-04-22,ID,PAD-LIN,592,592,1105,0,0
35,2024-04-29,ID,PAD-LIN,542,542,1346,0,0
36,2024-05-06,ID,PAD-LIN,485,485,1451,0,0
37,2024-05-13,ID,PAD-LIN,547,547,1514,0,0
38,2024-05-20,ID,PAD-LIN,542,542,1509,0,0
39,2024-05-27,ID,PAD-LIN,546,546,1496,0,0
40,2024-06-03,ID,PAD-LIN,582,582,1480,0,0
41,2024-06-10,ID,PAD-LIN,703,703,1452,0,0
42,2024-06-17,ID,PAD-LIN,525,525,1342,0,0
43,2024-06-24,ID,PAD-LIN,645,645,1406,0,0
44,2024-07-01,ID,PAD-LIN,607,607,1375,0,0
45,2024-07-08,ID,PAD-LIN,540,540,1388,0,0
46,2024-07-15,ID,PAD-LIN,493,493,1427,0,0
47,2024-07-22,ID,PAD-LIN,526,526,1505,0,0
48,2024-07-29,ID,PAD-LIN,582,582,1521,0,0
49,2024-08-05,ID,PAD-LIN,616,616,1474,0,0
50,2024-08-12,ID,PAD-LIN,721,721,1412,0,0
51,2024-08-19,ID,PAD-LIN,563,563,1303,0,0
52,2024-08-26,ID,PAD-LIN,596,596,1360,0,0
53,2024-09-02,ID,PAD-LIN,572,572,1388,0,0
54,2024-09-09,ID,PAD-LIN,811,811,1429,0,0
55,2024-09-16,ID,PAD-LIN,588,588,1254,0,0
56,2024-09-23,ID,PAD-LIN,551,551,1307,0,0
57,2024-09-30,ID,PAD-LIN,704,704,1387,0,0
58,2024-10-07,ID,PAD-LIN,796,796,1346,0,0
59,2024-10-14,ID,PAD-LIN,745,745,1210,0,0
60,2024-10-21,ID,PAD-LIN,627,627,1164,0,0
61,2024-10-28,ID,PAD-LIN,692,692,1255,0,0
62,2024-11-04,ID,PAD-LIN,731,731,1278,0,0
63,2024-11-11,ID,PAD-LIN,670,670,1246,0,0
64,2024-11-18,ID,PAD-LIN,598,598,1256,0,0
65,2024-11-25,ID,PAD-LIN,763,763,1331,0,0
66,2024-12-02,ID,PAD-LIN,720,720,1258,0,0
67,2024-12-09,ID,PAD-LIN,927,927,1226,0,0
68,2024-12-16,ID,PAD-LIN,745,745,1051,0,0
69,2024-12-23,ID,PAD-LIN,721,721,1095,0,0
70,2024-12-30,ID,PAD-LIN,775,775,1152,0,0
71,2025-01-06,ID,PAD-LIN,855,855,1169,0,0
72,2025-01-13,ID,PAD-LIN,688,688,1088,0,0
73,2025-01-20,ID,PAD-LIN,895,895,1160,0,0
74,2025-01-27,ID,PAD-LIN,713,713,1068,0,0
75,2025-02-03,ID,PAD-LIN,673,673,1143,0,0
76,2025-02-10,ID,PAD-LIN,981,981,1212,0,0
77,2025-02-17,ID,PAD-LIN,921,921,1046,0,0
78,2025-02-24,ID,PAD-LIN,955,947,947,1,8
79,2025-03-03,ID,PAD-LIN,1550,881,881,1,669
80,2025-03-10,ID,PAD-LIN,1417,932,932,1,485
81,2025-03-17,ID,PAD-LIN,801,801,921,0,0
82,2025-03-24,ID,PAD-LIN,571,571,1010,0,0
83,2025-03-31,ID,PAD-LIN,634,634,1235,0,0
84,2025-04-07,ID,PAD-LIN,723,723,1336,0,0
85,2025-04-14,ID,PAD-LIN,699,699,1295,0,0
86,2025-04-21,ID,PAD-LIN,732,732,1253,0,0
87,2025-04-28,ID,PAD-LIN,639,639,1218,0,0
88,2025-05-05,ID,PAD-LIN,749,749,1277,0,0
89,2025-05-12,ID,PAD-LIN,810,810,1233,0,0
90,2025-05-19,ID,PAD-LIN,703,703,1155,0,0
91,2025-05-26,ID,PAD-LIN,718,718,1177,0,0
92,2025-06-02,ID,PAD-LIN,692,692,1204,0,0
93,2025-06-09,ID,PAD-LIN,721,721,1243,0,0
94,2025-06-16,ID,PAD-LIN,670,670,1231,0,0
95,2025-06-23,ID,PAD-LIN,620,620,1261,0,0
96,2025-06-30,ID,PAD-LIN,671,671,1317,0,0
97,2025-07-07,ID,PAD-LIN,668,668,1316,0,0
98,2025-07-14,ID,PAD-LIN,554,554,1305,0,0
99,2025-07-21,ID,PAD-LIN,686,686,1380,0,0
100,2025-07-28,ID,PAD-LIN,677,677,1338,0,0
101,2025-08-04,ID,PAD-LIN,698,698,1308,0,0
102,2025-08-11,ID,PAD-LIN,649,649,1263,0,0
103,2025-08-18,ID,PAD-LIN,736,736,1292,0,0
104,2025-08-25,ID,PAD-LIN,757,757,1246,0,0
