week,market,sku,on_promo,discount_depth
125,ID,PAD-NGT,0,0.0
125,ID,PAD-LIN,1,0.1
125,ID,DIA-NB,0,0.0
126,SG,PAD-REG,0,0.0
126,SG,PAD-NGT,0,0.0
126,SG,PAD-LIN,0,0.0
126,SG,DIA-NB,0,0.0
126,MY,PAD-REG,0,0.0
126,MY,PAD-NGT,0,0.0
126,MY,PAD-LIN,0,0.0
126,MY,DIA-NB,0,0.0
126,ID,PAD-REG,0,0.0
126,ID,PAD-NGT,0,0.0
126,ID,PAD-LIN,1,0.3
126,ID,DIA-NB,0,0.0
127,SG,PAD-REG,0,0.0
127,SG,PAD-NGT,0,0.0
127,SG,PAD-LIN,0,0.0
127,SG,DIA-NB,0,0.0
127,MY,PAD-REG,0,0.0
127,MY,PAD-NGT,0,0.0
127,MY,PAD-LIN,0,0.0
127,MY,DIA-NB,0,0.0
127,ID,PAD-REG,0,0.0
127,ID,PAD-NGT,0,0.0
127,ID,PAD-LIN,0,0.0
127,ID,DIA-NB,0,0.0
128,SG,PAD-REG,0,0.0
128,SG,PAD-NGT,0,0.0
128,SG,PAD-LIN,0,0.0
128,SG,DIA-NB,0,0.0
128,MY,PAD-REG,0,0.0
128,MY,PAD-NGT,1,0.3
128,MY,PAD-LIN,0,0.0
128,MY,DIA-NB,0,0.0
128,ID,PAD-REG,0,0.0
128,ID,PAD-NGT,0,0.0
128,ID,PAD-LIN,0,0.0
128,ID,DIA-NB,0,0.0
129,SG,PAD-REG,0,0.0
129,SG,PAD-NGT,0,0.0
129,SG,PAD-LIN,0,0.0
129,SG,DIA-NB,0,0.0
129,MY,PAD-REG,0,0.0
129,MY,PAD-NGT,0,0.0
129,MY,PAD-LIN,0,0.0
129,MY,DIA-NB,0,0.0
129,ID,PAD-REG,0,0.0
129,ID,PAD-NGT,0,0.0
129,ID,PAD-LIN,0,0.0
129,ID,DIA-NB,0,0.0
130,SG,PAD-REG,0,0.0
130,SG,PAD-NGT,0,0.0
130,SG,PAD-LIN,1,0.15
130,SG,DIA-NB,0,0.0
130,MY,PAD-REG,0,0.0
130,MY,PAD-NGT,0,0.0
130,MY,PAD-LIN,0,0.0
130,MY,DIA-NB,0,0.0
130,ID,PAD-REG,0,0.0
130,ID,PAD-NGT,0,0.0
130,ID,PAD-LIN,0,0.0
130,ID,DIA-NB,0,0.0
131,SG,PAD-REG,0,0.0
131,SG,PAD-NGT,0,0.0
131,SG,PAD-LIN,0,0.0
131,SG,DIA-NB,0,0.0
131,MY,PAD-REG,0,0.0
131,MY,PAD-NGT,0,0.0
131,MY,PAD-LIN,0,0.0
131,MY,DIA-NB,0,0.0
131,ID,PAD-REG,0,0.0
131,ID,PAD-NGT,1,0.3
131,ID,PAD-LIN,0,0.0
131,ID,DIA-NB,0,0.0
132,SG,PAD-REG,0,0.0
132,SG,PAD-NGT,0,0.0
132,SG,PAD-LIN,0,0.0
132,SG,DIA-NB,0,0.0
132,MY,PAD-REG,0,0.0
132,MY,PAD-NGT,0,0.0
132,MY,PAD-LIN,0,0.0
132,MY,DIA-NB,0,0.0
132,ID,PAD-REG,0,0.0
132,ID,PAD-NGT,1,0.2
132,ID,PAD-LIN,0,0.0
132,ID,DIA-NB,0,0.0
133,SG,PAD-REG,0,0.0
133,SG,PAD-NGT,0,0.0
133,SG,PAD-LIN,0,0.0
133,SG,DIA-NB,0,0.0
133,MY,PAD-REG,0,0.0
133,MY,PAD-NGT,0,0.0
133,MY,PAD-LIN,0,0.0
133,MY,DIA-NB,0,0.0
133,ID,PAD-REG,0,0.0
133,ID,PAD-NGT,0,0.0
133,ID,PAD-LIN,0,0.0
133,ID,DIA-NB,0,0.0
134,SG,PAD-REG,0,0.0
134,SG,PAD-NGT,0,0.0
134,SG,PAD-LIN,0,0.0
134,SG,DIA-NB,0,0.0
134,MY,PAD-REG,0,0.0
134,MY,PAD-NGT,0,0.0
134,MY,PAD-LIN,0,0.0
134,MY,DIA-NB,0,0.0
134,ID,PAD-REG,0,0.0
134,ID,PAD-NGT,0,0.0
134,ID,PAD-LIN,0,0.0
134,ID,DIA-NB,0,0.0
135,SG,PAD-REG,0,0.0
135,SG,PAD-NGT,0,0.0
135,SG,PAD-LIN,0,0.0
135,SG,DIA-NB,0,0.0
135,MY,PAD-REG,0,0.0
135,MY,PAD-NGT,0,0.0
135,MY,PAD-LIN,0,0.0
135,MY,DIA-NB,0,0.0
135,ID,PAD-REG,0,0.0
135,ID,PAD-NGT,0,0.0
135,ID,PAD-LIN,1,0.3
135,ID,DIA-NB,0,0.0
136,SG,PAD-REG,0,0.0
136,SG,PAD-NGT,0,0.0
136,SG,PAD-LIN,0,0.0
136,SG,DIA-NB,0,0.0
136,MY,PAD-REG,0,0.0
136,MY,PAD-NGT,0,0.0
136,MY,PAD-LIN,0,0.0
136,MY,DIA-NB,0,0.0
136,ID,PAD-REG,1,0.3
136,ID,PAD-NGT,0,0.0
136,ID,PAD-LIN,0,0.0
136,ID,DIA-NB,0,0.0
137,SG,PAD-REG,0,0.0
137,SG,PAD-NGT,0,0.0
137,SG,PAD-LIN,0,0.0
137,SG,DIA-NB,0,0.0
137,MY,PAD-REG,1,0.2
137,MY,PAD-NGT,0,0.0
137,MY,PAD-LIN,0,0.0
137,MY,DIA-NB,0,0.0
137,ID,PAD-REG,0,0.0
137,ID,PAD-NGT,0,0.0
137,ID,PAD-LIN,0,0.0
137,ID,DIA-NB,0,0.0
138,SG,PAD-REG,0,0.0
138,SG,PAD-NGT,0,0.0
138,SG,PAD-LIN,0,0.0
138,SG,DIA-NB,0,0.0
138,MY,PAD-REG,0,0.0
138,MY,PAD-NGT,0,0.0
138,MY,PAD-LIN,0,0.0
138,MY,DIA-NB,0,0.0
138,ID,PAD-REG,0,0.0
138,ID,PAD-NGT,0,0.0
138,ID,PAD-LIN,0,0.0
138,ID,DIA-NB,0,0.0
139,SG,PAD-REG,0,0.0
139,SG,PAD-NGT,0,0.0
139,SG,PAD-LIN,0,0.0
139,SG,DIA-NB,0,0.0
139,MY,PAD-REG,0,0.0
139,MY,PAD-NGT,0,0.0
139,MY,PAD-LIN,0,0.0
139,MY,DIA-NB,0,0.0
139,ID,PAD-REG,0,0.0
139,ID,PAD-NGT,0,0.0
139,ID,PAD-LIN,0,0.0
139,ID,DIA-NB,0,0.0
140,SG,PAD-REG,0,0.0
140,SG,PAD-NGT,0,0.0
140,SG,PAD-LIN,0,0.0
140,SG,DIA-NB,0,0.0
140,MY,PAD-REG,0,0.0
140,MY,PAD-NGT,1,0.15
140,MY,PAD-LIN,0,0.0
140,MY,DIA-NB,0,0.0
140,ID,PAD-REG,0,0.0
140,ID,PAD-NGT,0,0.0
140,ID,PAD-LIN,0,0.0
140,ID,DIA-NB,0,0.0
141,SG,PAD-REG,0,0.0
141,SG,PAD-NGT,0,0.0
141,SG,PAD-LIN,0,0.0
141,SG,DIA-NB,0,0.0
141,MY,PAD-REG,0,0.0
141,MY,PAD-NGT,0,0.0
141,MY,PAD-LIN,0,0.0
141,MY,DIA-NB,0,0.0
141,ID,PAD-REG,0,0.0
141,ID,PAD-NGT,0,0.0
141,ID,PAD-LIN,0,0.0
141,ID,DIA-NB,0,0.0
142,SG,PAD-REG,0,0.0
142,SG,PAD-NGT,0,0.0
142,SG,PAD-LIN,0,0.0
142,SG,DIA-NB,0,0.0
142,MY,PAD-REG,0,0.0
142,MY,PAD-NGT,0,0.0
142,MY,PAD-LIN,0,0.0
142,MY,DIA-NB,0,0.0
142,ID,PAD-REG,0,0.0
142,ID,PAD-NGT,0,0.0
142,ID,PAD-LIN,0,0.0
142,ID,DIA-NB,0,0.0
143,SG,PAD-REG,0,0.0
143,SG,PAD-NGT,0,0.0
143,SG,PAD-LIN,0,0.0
143,SG,DIA-NB,1,0.3
143,MY,PAD-REG,0,0.0
143,MY,PAD-NGT,0,0.0
143,MY,PAD-LIN,0,0.0
143,MY,DIA-NB,0,0.0
143,ID,PAD-REG,0,0.0
143,ID,PAD-NGT,0,0.0
143,ID,PAD-LIN,0,0.0
143,ID,DIA-NB,0,0.0
144,SG,PAD-REG,0,0.0
144,SG,PAD-NGT,0,0.0
144,SG,PAD-LIN,0,0.0
144,SG,DIA-NB,0,0.0
144,MY,PAD-REG,0,0.0
144,MY,PAD-NGT,0,0.0
144,MY,PAD-LIN,0,0.0
144,MY,DIA-NB,1,0.15
144,ID,PAD-REG,0,0.0
144,ID,PAD-NGT,0,0.0
144,ID,PAD-LIN,0,0.0
144,ID,DIA-NB,0,0.0
145,SG,PAD-REG,0,0.0
145,SG,PAD-NGT,0,0.0
145,SG,PAD-LIN,0,0.0
145,SG,DIA-NB,0,0.0
145,MY,PAD-REG,0,0.0
145,MY,PAD-NGT,0,0.0
145,MY,PAD-LIN,0,0.0
145,MY,DIA-NB,0,0.0
145,ID,PAD-REG,0,0.0
145,ID,PAD-NGT,0,0.0
145,ID,PAD-LIN,0,0.0
145,ID,DIA-NB,1,0.1
146,SG,PAD-REG,0,0.0
146,SG,PAD-NGT,0,0.0
146,SG,PAD-LIN,0,0.0
146,SG,DIA-NB,0,0.0
146,MY,PAD-REG,0,0.0
146,MY,PAD-NGT,0,0.0
146,MY,PAD-LIN,0,0.0
146,MY,DIA-NB,0,0.0
146,ID,PAD-REG,0,0.0
146,ID,PAD-NGT,0,0.0
146,ID,PAD-LIN,0,0.0
146,ID,DIA-NB,0,0.0
147,SG,PAD-REG,0,0.0
147,SG,PAD-NGT,0,0.0
147,SG,PAD-LIN,1,0.2
147,SG,DIA-NB,0,0.0
147,MY,PAD-REG,0,0.0
147,MY,PAD-NGT,0,0.0
147,MY,PAD-LIN,1,0.3
147,MY,DIA-NB,0,0.0
147,ID,PAD-REG,0,0.0
147,ID,PAD-NGT,0,0.0
147,ID,PAD-LIN,0,0.0
147,ID,DIA-NB,0,0.0
148,SG,PAD-REG,0,0.0
148,SG,PAD-NGT,0,0.0
148,SG,PAD-LIN,0,0.0
148,SG,DIA-NB,1,0.2
148,MY,PAD-REG,0,0.0
148,MY,PAD-NGT,0,0.0
148,MY,PAD-LIN,0,0.0
148,MY,DIA-NB,0,0.0
148,ID,PAD-REG,0,0.0
148,ID,PAD-NGT,0,0.0
148,ID,PAD-LIN,0,0.0
148,ID,DIA-NB,0,0.0
149,SG,PAD-REG,0,0.0
149,SG,PAD-NGT,0,0.0
149,SG,PAD-LIN,0,0.0
149,SG,DIA-NB,0,0.0
149,MY,PAD-REG,1,0.2
149,MY,PAD-NGT,0,0.0
149,MY,PAD-LIN,0,0.0
149,MY,DIA-NB,0,0.0
149,ID,PAD-REG,0,0.0
149,ID,PAD-NGT,0,0.0
149,ID,PAD-LIN,0,0.0
149,ID,DIA-NB,1,0.1
150,SG,PAD-REG,0,0.0
150,SG,PAD-NGT,0,0.0
150,SG,PAD-LIN,0,0.0
150,SG,DIA-NB,0,0.0
150,MY,PAD-REG,0,0.0
150,MY,PAD-NGT,0,0.0
150,MY,PAD-LIN,0,0.0
150,MY,DIA-NB,0,0.0
150,ID,PAD-REG,0,0.0
150,ID,PAD-NGT,0,0.0
150,ID,PAD-LIN,0,0.0
150,ID,DIA-NB,0,0.0
151,SG,PAD-REG,0,0.0
151,SG,PAD-NGT,0,0.0
151,SG,PAD-LIN,0,0.0
151,SG,DIA-NB,0,0.0
151,MY,PAD-REG,0,0.0
151,MY,PAD-NGT,0,0.0
151,MY,PAD-LIN,0,0.0
151,MY,DIA-NB,0,0.0
151,ID,PAD-REG,0,0.0
151,ID,PAD-NGT,0,0.0
151,ID,PAD-LIN,0,0.0
151,ID,DIA-NB,0,0.0
152,SG,PAD-REG,0,0.0
152,SG,PAD-NGT,0,0.0
152,SG,PAD-LIN,0,0.0
152,SG,DIA-NB,0,0.0
152,MY,PAD-REG,0,0.0
152,MY,PAD-NGT,0,0.0
152,MY,PAD-LIN,0,0.0
152,MY,DIA-NB,0,0.0
152,ID,PAD-REG,0,0.0
152,ID,PAD-NGT,0,0.0
152,ID,PAD-LIN,0,0.0
152,ID,DIA-NB,0,0.0
153,SG,PAD-REG,0,0.0
153,SG,PAD-NGT,0,0.0
153,SG,PAD-LIN,0,0.0
153,SG,DIA-NB,0,0.0
153,MY,PAD-REG,0,0.0
153,MY,PAD-NGT,0,0.0
153,MY,PAD-LIN,1,0.15
153,MY,DIA-NB,0,0.0
153,ID,PAD-REG,0,0.0
153,ID,PAD-NGT,0,0.0
153,ID,PAD-LIN,0,0.0
153,ID,DIA-NB,0,0.0
154,SG,PAD-REG,0,0.0
154,SG,PAD-NGT,0,0.0
154,SG,PAD-LIN,0,0.0
154,SG,DIA-NB,0,0.0
154,MY,PAD-REG,0,0.0
154,MY,PAD-NGT,0,0.0
154,MY,PAD-LIN,0,0.0
154,MY,DIA-NB,0,0.0
154,ID,PAD-REG,0,0.0
154,ID,PAD-NGT,0,0.0
154,ID,PAD-LIN,0,0.0
154,ID,DIA-NB,0,0.0
155,SG,PAD-REG,0,0.0
155,SG,PAD-NGT,0,0.0
155,SG,PAD-LIN,0,0.0
155,SG,DIA-NB,0,0.0
155,MY,PAD-REG,0,0.0
155,MY,PAD-NGT,0,0.0
155,MY,PAD-LIN,0,0.0
155,MY,DIA-NB,0,0.0
155,ID,PAD-REG,0,0.0
155,ID,PAD-NGT,0,0.0
155,ID,PAD-LIN,0,0.0
155,ID,DIA-NB,0,0.0
